ts,td,sa,sp,da,dp,pr,ibyt,ipkt,flg,Label
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:40:00,4.048,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:38,4.044,192.168.40.2,0,192.168.60.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.856,192.168.60.2,0,192.168.40.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:39:30,19.852,192.168.40.2,0,192.168.60.2,0,1,840.0,10.0,0,1.0
2024-07-02 18:43:28,10.052,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:43:28,10.052,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:43:28,10.052,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:43:28,10.052,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:43:28,10.052,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:43:28,10.052,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:54:11,4.04,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:00,4.044,192.168.40.2,0,192.168.50.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:26,4.032,192.168.40.2,0,192.168.50.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:32,12.536,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:53:54,3.06,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:54,3.06,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.08,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.08,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:51,6.028,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:51,6.028,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.072,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.072,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:11,4.04,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:00,4.044,192.168.40.2,0,192.168.50.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:26,4.032,192.168.40.2,0,192.168.50.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:32,12.536,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:53:54,3.06,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:54,3.06,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.08,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.08,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:51,6.028,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:53:51,6.028,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.072,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:54:34,4.072,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:02,9.892,192.168.1.34,0,192.168.1.195,0,1,840.0,10.0,0,0.0
2024-07-02 18:59:57,4.044,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:57,4.044,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:41,9.972,192.168.40.2,0,192.168.50.100,0,1,840.0,10.0,0,1.0
2024-07-02 18:59:41,9.972,192.168.40.2,0,192.168.50.100,0,1,840.0,10.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:57,4.044,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:57,4.044,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:41,9.972,192.168.40.2,0,192.168.50.100,0,1,840.0,10.0,0,1.0
2024-07-02 18:59:41,9.972,192.168.40.2,0,192.168.50.100,0,1,840.0,10.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:57,4.044,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:57,4.044,192.168.40.2,0,192.168.40.100,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:41,9.972,192.168.40.2,0,192.168.50.100,0,1,840.0,10.0,0,1.0
2024-07-02 18:59:41,9.972,192.168.40.2,0,192.168.50.100,0,1,840.0,10.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:30,3.036,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.084,192.168.50.2,0,192.168.40.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 18:59:27,6.04,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-07-02 19:00:08,4.064,192.168.40.2,0,192.168.50.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:26:13,4.06,192.168.40.2,0,192.168.60.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:26:13,4.06,192.168.40.2,0,192.168.60.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:26:13,4.06,192.168.40.2,0,192.168.60.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:26:13,4.06,192.168.40.2,0,192.168.60.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:26:13,4.06,192.168.40.2,0,192.168.60.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:26:13,4.06,192.168.40.2,0,192.168.60.2,0,1,420.0,5.0,0,1.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
2024-06-24 17:25:56,4.032,192.168.1.34,0,192.168.1.195,0,1,420.0,5.0,0,0.0
